Name,Character,IsDefaultSkin,EnabledByCalendar,TID,Icon,Geometry,Texture,NormalMap,MaterialMap,EmissionMap,SWF,SWFTextureExportName,Animation,AltAnimation,CameraDistance,ViewportWidth,ViewportHeight,CelebrateSfx,CelebrateSfxVolume,DeployEffect,AttackEffect,AttackEffect2,AttackEffectAlt,AttackEffect2Alt,HitEffect,DieEffect,AbilityTriggerEffect,AbilityEffect,AbilityActivationEffect,AbilityHitEffect,SkinChangeEffect,ParticleEffect3D,AbilityEffect3D,GunBone,ShadowBone,ProjectileVis,RageProjectileVis,AbilityProjectileVis,SpawnedTroopAnimation,Environment,EnvironmentMenu,EnvironmentWardrobe,MakeCreator,ShadowScale,Tier,ThemeIcon,ThemeTID,ThemeYear,FeatureCustomModel,FeatureCustomTextures,FeatureCustomAnimations,FeatureCustomEffects,FeatureCustomSounds,FeatureCustomVoiceovers,FeatureCustomUnits,FeatureExtraAnimations,FeatureExtraEffects,FeatureExtraSounds,ShadowSWF,ShadowExportName,ShadowAlpha,OutlineSize,PortraitCameraPosition,PortraitCameraLookAt,PortraitCameraFov,PortraitCameraDefaultModelRotation,UseMenuPoseInPortrait,BloomStrength,BloomThreshold
WildWestWarden,Grand Warden,FALSE,FALSE,TID_WILDWEST_WARDEN,image/skin_icons/gw_wildwest_dl_opt.ktx,sc3d/grandwarden_wildwest_geo_dl_opt.glb,sc3d/grandwarden_wildwest_a_dl_opt.ktx,sc3d/grandwarden_wildwest_n_dl_opt.ktx,sc3d/grandwarden_wildwest_m_dl_opt.ktx,,,,GrandWardenWildWestSkin,GrandWardenFlyWildWestSkin,10000,225,225,,,GrandWarden_WildWest_Deploy,GrandWarden_Wildwest_attack,,GrandWarden_Wildwest_attack_air,,,GrandWarden_WildWest_Die,,,,,,,,fx_rod_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1600;3800,0;1700;0,,,,20,100
ClashGamesWarden,Grand Warden,FALSE,FALSE,TID_CLASH_GAMES_WARDEN,image/skin_icons/gw_clashgames_dl_opt.ktx,sc3d/grandwarden_clash_games_geo_dl_opt.glb,sc3d/grandwarden_clash_games_a_dl_opt.ktx,sc3d/grandwarden_clash_games_n_dl_opt.ktx,sc3d/grandwarden_clash_games_m_dl_opt.ktx,,,,GrandWardenClashGamesSkin,GrandWardenFlyClashGamesSkin,10000,225,225,,,GrandWarden_ClashGames24_Deploy,GrandWarden Clash Games Attack,,GrandWarden Clash Games Attack Air,,,GrandWarden_ClashGames24_Die,,,,,,,,fx_torch_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1600;3800,0;1700;0,,,,20,100
AnimeWarden,Grand Warden,FALSE,FALSE,TID_ANIME_WARDEN,image/skin_icons/gw_anime_dl_opt.ktx,sc3d/grandwarden_anime_geo_dl_opt.glb,sc3d/grandwarden_anime_a_dl_opt.ktx,sc3d/grandwarden_anime_n_dl_opt.ktx,,,,,GrandWardenAnimeSkin,GrandWardenFlyAnimeSkin,10000,225,225,,,GrandWarden_Anime_Deploy,GrandWarden anime Attack,,GrandWarden anime Attack,,,GrandWarden_Anime_Die,,,,,,,,fx_staff_jewel_s,hips_s,,,,,Anime,AnimeMenu,AnimeWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,sc/buildings.sc,skin_shadow_anime_game,0,25,0;3000;3800,0;2000;0,,,,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc/buildings.sc,skin_shadow_anime,0,,,,,,,,
GrandWarden030,Grand Warden,FALSE,FALSE,TID_TTRPG_WARDEN,image/skin_icons/gw_ttrpg_2024_dl_opt.ktx,sc3d/grandwarden_ttrpg_geo_dl_opt.glb,sc3d/grandwarden_ttrpg_a_dl_opt.ktx,sc3d/grandwarden_ttrpg_n_dl_opt.ktx,sc3d/grandwarden_ttrpg_m_dl_opt.ktx,,,,GrandWardenTTRPGSkin,GrandWardenFlyTTRPGSkin,10000,225,225,,,GrandWarden_TTRPG_Deploy,GrandWarden ttrpg Attack,,GrandWarden ttrpg Attack,,Grand Warden ttrpg Hit,GrandWarden_TTRPG_Die,,,,,,,,staffFlame_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
LunarKing,Barbarian King,FALSE,FALSE,TID_LUNAR_KING,image/skin_icons/bk_lny2024_dl_opt.ktx,sc3d/barbking_lunar_geo_dl_opt.glb,sc3d/barbking_lunar_a_dl_opt.ktx,sc3d/barbking_lunar_n_dl_opt.ktx,sc3d/barbking_lunar_m_dl_opt.ktx,sc3d/barbking_lunar_e_dl_opt.ktx,sc/hero_bk_lunar_dl_opt.sc,water,BarbarianKingLunarSkin,,10000,225,225,,,BarbKing_LNY24_Deploy_SFX,Barbarian King Chess Attack,,,,BarbKing lny24 Hit,BarbKing_LNY24_Die_SFX,King Ability Effect,,,,,,,,hips_s,,,,BarbarianLNY2024,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,0,0;1700;4800,0;2000;0,,,,20,100
WinterKing,Barbarian King,FALSE,FALSE,TID_WINTER_KING,image/skin_icons/bk_otn_dl_opt.ktx,sc3d/barbking_winter_geo_dl_opt.glb,sc3d/barbking_winter_a_dl_opt.ktx,sc3d/barbking_winter_n_dl_opt.ktx,sc3d/barbking_winter_m_dl_opt.ktx,,,,BarbarianKingWinterSkin,,10000,225,225,,,BarbKing_Winter_Deploy_SFX,Barbarian King Attack,,,,Barbarian King Winter Hit,BarbKing_Winter_Die_SFX,King Ability Effect,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,0,0;1700;3800,0;1800;0,,,,20,100
EgyptianKing,Barbarian King,FALSE,FALSE,TID_EGYPT_KING,image/skin_icons/bk_egypt_2024_dl_opt.ktx,sc3d/barbking_egypt_geo_dl_opt.glb,sc3d/barbking_egypt_a_dl_opt.ktx,sc3d/barbking_egypt_n_dl_opt.ktx,sc3d/barbking_egypt_m_dl_opt.ktx,,,,BarbarianKingEgyptianSkin,,10000,225,225,,,BarbKing_Egyptian_Deploy_SFX,Barbarian King Attack,,,,Barbarian King Egypt Hit,BarbKing_Egyptian_Die_SFX,King Ability Effect,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1700;3800,0;1800;0,,,,20,100
SpaceKing,Barbarian King,FALSE,FALSE,TID_SPACE_KING,image/skin_icons/bk_space_2024_dl_opt.ktx,sc3d/barbking_space_geo_dl_opt.glb,sc3d/barbking_space_a_dl_opt.ktx,sc3d/barbking_space_n_dl_opt.ktx,sc3d/barbking_space_m_dl_opt.ktx,sc3d/barbking_space_e_dl_opt.ktx,,,BarbarianKingSpaceSkin,,10000,225,225,,,BarbKing_Space_Deploy,,,,,Barbarian King Space Hit,BarbKing_Space_Die,King Ability Effect,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1700;3800,0;1800;0,,,,20,100
SquadKing,Barbarian King,FALSE,FALSE,TID_SQUAD_KING,image/skin_icons/bk_squad_dl_opt.ktx,sc3d/barbking_squad_geo_dl_opt.glb,sc3d/barbking_squad_a_dl_opt.ktx,sc3d/barbking_squad_n_dl_opt.ktx,sc3d/barbking_squad_m_dl_opt.ktx,sc3d/barbking_squad_e_dl_opt.ktx,,,BarbarianKingSquadSkin,,10000,225,225,,,Barbarian King squad Deploy,,,,,Barbarian King squad Hit,BarbKing_Squad_Die,King Ability Effect,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1000;3800,0;1200;0,,,,20,100
HaalandKing,Barbarian King,FALSE,FALSE,TID_HAALAND_KING,image/skin_icons/bk_haaland_dl_opt.ktx,sc3d/barbking_haaland_geo_dl_opt.glb,sc3d/barbking_haaland_a_dl_opt.ktx,sc3d/barbking_haaland_n_dl_opt.ktx,sc3d/barbking_haaland_m_dl_opt.ktx,,,,BarbarianKingHaalandSkin,,10000,225,225,,,BarbKing_Haaland_Deploy,BarbKing_Haaland_Atk_VFX,,,,,BarbKing_Haaland_Die,King Ability Effect,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;2000;3800,0;2000;0,,,,20,100
FootballKing,Barbarian King,FALSE,FALSE,TID_HAALANDCLASH_KING,image/skin_icons/bk_football_dl_opt.ktx,sc3d/barbking_haalandclash_geo_dl_opt.glb,sc3d/barbking_haalandclash_a_dl_opt.ktx,sc3d/barbking_haalandclash_n_dl_opt.ktx,sc3d/barbking_haalandclash_m_dl_opt.ktx,,,,BarbarianKingHaalandClashSkin,,10000,225,225,,,BarbKing_Football_Deploy,BarbKing_Football_Atk_VFX,,,,,BarbKing_Football_Die,King Ability Effect,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1700;3800,-200;1800;0,,,,20,100
WildWestKing,Barbarian King,FALSE,FALSE,TID_WILDWEST_KING,image/skin_icons/bk_wildwest_dl_opt.ktx,sc3d/barbking_wildwest_geo_dl_opt.glb,sc3d/barbking_wildwest_a_dl_opt.ktx,sc3d/barbking_wildwest_n_dl_opt.ktx,sc3d/barbking_wildwest_m_dl_opt.ktx,,,,BarbarianKingWildWestClashSkin,,10000,225,225,,,BarbKing_WildWest_Deploy,BarbKing_WildWest_Atk_VFX,,,,,BarbKing_WildWest_Die,King Ability Effect,,,,,,,horsestaff_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1700;3800,0;1800;0,,,,20,100
BuilderApprentice,,TRUE,FALSE,TID_APPRENTICEBUILDER_KING,image/skin_icons/bk_original.ktx,sc3d/apprenticebuilder_default_geo.glb,sc3d/apprenticebuilder_default_a.ktx,sc3d/apprenticebuilder_default_n.ktx,sc3d/apprenticebuilder_default_m.ktx,,,,ApprenticeBuilderSkin,,10000,225,225,,,,,,,,,,,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,65,DEFAULT,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
ClashGamesKing,Barbarian King,FALSE,FALSE,TID_CLASH_GAMES_KING,image/skin_icons/bk_clashgames_dl_opt.ktx,sc3d/barbking_clash_games_geo_dl_opt.glb,sc3d/barbking_clash_games_a_dl_opt.ktx,sc3d/barbking_clash_games_n_dl_opt.ktx,sc3d/barbking_clash_games_m_dl_opt.ktx,,,,BarbarianKingClashGamesSkin,,10000,225,225,,,BarbKing_ClashGames24_Deploy,Barbarian King Attack,,,,,BarbKing_ClashGames24_Die,King Ability Effect,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1700;3800,0;1800;0,,,,20,100
LNY24Queen,Archer Queen,FALSE,FALSE,TID_LNY24_QUEEN,image/skin_icons/aq_lny2024_dl_opt.ktx,sc3d/archerqueen_lny24_geo_dl_opt.glb,sc3d/archerqueen_lny_a_dl_opt.ktx,sc3d/archerqueen_lny_n_dl_opt.ktx,sc3d/archerqueen_lny_m_dl_opt.ktx,sc3d/archerqueen_lny_e_dl_opt.ktx,sc/hero_bk_lunar_dl_opt.sc,water,ArcherQueenLNY24Skin,,10000,225,225,,,ArcherQueen_LNY24_Deploy_SFX,ArcherQueen Chess Attack,,,,Archer Queen LNY Hit,ArcherQueen_LNY24_Die_SFX,Queen Ability Effect,,,,,,,waterUpperJaw_s,hips_s,ArcherQueenLNY24_arrow,ArcherQueenLNY24 arrow rage,ArcherQueenLNY24_arrow,ArcherLNY2024,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
SpaceQueen,Archer Queen,FALSE,FALSE,TID_SPACE_QUEEN,image/skin_icons/aq_space_2024_dl_opt.ktx,sc3d/archerqueen_space_geo_dl_opt.glb,sc3d/archerqueen_space_a_dl_opt.ktx,sc3d/archerqueen_space_n_dl_opt.ktx,sc3d/archerqueen_space_m_dl_opt.ktx,,,,ArcherQueenSpaceSkin,,10000,225,225,,,ArcherQueen_Space_Deploy,ArcherQueen_Space_Atk,,,,,ArcherQueen_Space_Die,Queen Ability Effect,,,,,,,fx_weapon_s,hips_s,ArcherQueenSpace_arrow,ArcherQueenSpace_arrow_rage,ArcherQueenSpace_arrow,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
EgyptianQueen,Archer Queen,FALSE,FALSE,TID_EGYPTIAN_QUEEN,image/skin_icons/aq_egypt_2024_dl_opt.ktx,sc3d/archerqueen_egyptian_geo_dl_opt.glb,sc3d/archerqueen_egyptian_a_dl_opt.ktx,sc3d/archerqueen_egyptian_n_dl_opt.ktx,sc3d/archerqueen_egyptian_m_dl_opt.ktx,sc3d/archerqueen_egyptian_e_dl_opt.ktx,,,ArcherQueenEgyptianSkin,,10000,225,225,,,ArcherQueen_Egypt_Deploy,ArcherQueen_Egypt_Atk_Proj,,,,,ArcherQueen_Egypt_Die,Queen Ability Effect,,,,,,,arrow_s,hips_s,ArcherQueenEgypt_arrow,ArcherQueenEgypt_arrow_rage,ArcherQueenEgypt_arrow,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
FootballQueen,Archer Queen,FALSE,FALSE,TID_FOOTBALL_QUEEN,image/skin_icons/aq_football_dl_opt.ktx,sc3d/archerqueen_football_geo_dl_opt.glb,sc3d/archerqueen_football_a_dl_opt.ktx,sc3d/archerqueen_football_n_dl_opt.ktx,sc3d/archerqueen_football_m_dl_opt.ktx,,,,ArcherQueenFootballSkin,,10000,225,225,,,ArcherQueen_Football_Deploy,ArcherQueen_Football_Atk_Proj,,,,,ArcherQueen_Football_Die,Queen Ability Effect,,,,,,,fx_R_toe_s,hips_s,ArcherQueen football arrow,ArcherQueen football arrow rage,ArcherQueen football arrow,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
WildWestQueen,Archer Queen,FALSE,FALSE,TID_WILDWEST_QUEEN,image/skin_icons/aq_wildwest_dl_opt.ktx,sc3d/archerqueen_wildwest_geo_dl_opt.glb,sc3d/archerqueen_wildwest_a_dl_opt.ktx,sc3d/archerqueen_wildwest_n_dl_opt.ktx,sc3d/archerqueen_wildwest_m_dl_opt.ktx,,,,ArcherQueenWildWestSkin,,10000,225,225,,,ArcherQueen_WildWest_Deploy,ArcherQueen_WildWest_Atk_Proj,,,,,ArcherQueen_WildWest_Die,Queen Ability Effect,,,,,,,fx_gun4_s,hips_s,ArcherQueen wildwest arrow,ArcherQueen football arrow rage,ArcherQueen wildwest arrow,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
ClashGamesQueen,Archer Queen,FALSE,FALSE,TID_CLASH_GAMES_QUEEN,image/skin_icons/aq_clashgames_dl_opt.ktx,sc3d/archerqueen_clash_games_geo_dl_opt.glb,sc3d/archerqueen_clash_games_a_dl_opt.ktx,sc3d/archerqueen_clash_games_n_dl_opt.ktx,sc3d/archerqueen_clash_games_m_dl_opt.ktx,,,,ArcherQueenClashGamesSkin,,10000,225,225,,,ArcherQueen_ClashGames24_Deploy,ArcherQueen_ClashGames24_Atk_Proj,,,,,ArcherQueen_ClashGames24_Die,Queen Ability Effect,,,,,,,bow_s,hips_s,ArcherQueenClashGames_arrow,ArcherQueenClashGames_arrow_rage,ArcherQueenClashGames_arrow,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
AnimeQueen,Archer Queen,FALSE,FALSE,TID_ANIME_QUEEN,image/skin_icons/aq_anime_dl_opt.ktx,sc3d/archerqueen_anime_geo_dl_opt.glb,sc3d/archerqueen_anime_a_dl_opt.ktx,sc3d/archerqueen_anime_n_dl_opt.ktx,,,,,ArcherQueenAnimeSkin,,10000,225,225,,,ArcherQueen_Anime_Deploy,ArcherQueen Attack,,,,,ArcherQueen_Anime_Die,Queen Ability Effect,,,,,,,,hips_s,ArcherQueen_anime_arrow,ArcherQueen_anime_arrow_rage,ArcherQueen_anime_arrow,,Anime,AnimeMenu,AnimeWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,sc/buildings.sc,skin_shadow_anime_game,0,25,0;1450;3800,-100;1300;0,,,,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc/buildings.sc,skin_shadow_anime,0,,,,,,,,
ArcherQueen038,Archer Queen,FALSE,FALSE,TID_TTRPG_QUEEN,image/skin_icons/aq_ttrpg_2024_dl_opt.ktx,sc3d/archerqueen_ttrpg_geo_dl_opt.glb,sc3d/archerqueen_ttrpg_a_dl_opt.ktx,sc3d/archerqueen_ttrpg_n_dl_opt.ktx,sc3d/archerqueen_ttrpg_m_dl_opt.ktx,sc3d/archerqueen_ttrpg_e_dl_opt.ktx,,,ArcherQueenTTRPGSkin,,10000,225,225,,,ArcherQueen_TTRPG_Deploy,ArcherQueen_TTRPG_Atk_Proj,,,,,ArcherQueen_TTRPG_Die,Queen Ability Effect,,,,,,,bow_s,hips_s,ArcherQueen_ttrpg_arrow,ArcherQueen_ttrpg_arrow_rage,ArcherQueen_ttrpg_arrow,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
ArcherQueen039,Archer Queen,FALSE,FALSE,TID_CLASHOWEEN_QUEEN,image/skin_icons/aq_clashoween24_dl_opt.ktx,sc3d/archerqueen_clashoween_geo_dl_opt.glb,sc3d/archerqueen_clashoween_a_dl_opt.ktx,sc3d/archerqueen_clashoween_n_dl_opt.ktx,sc3d/archerqueen_clashoween_m_dl_opt.ktx,sc3d/archerqueen_clashoween_e_dl_opt.ktx,,,ArcherQueenClashoweenSkin,,10000,225,225,,,ArcherQueen_Clashoween24_Deploy,ArcherQueen_Clashoween24_Atk_Proj,,,,,ArcherQueen_Clashoween24_Die,Queen Ability Effect,,,,,,,fx_bow_s,hips_s,ArcherQueen Clashoween24 arrow,ArcherQueen Clashoween24 arrow rage,ArcherQueen Clashoween24 arrow,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
ArcherQueen040,Archer Queen,FALSE,FALSE,TID_TH17_QUEEN,image/skin_icons/aq_judgement_dl_opt.ktx,sc3d/archerqueen_th17_geo_dl_opt.glb,sc3d/archerqueen_th17_a_dl_opt.ktx,sc3d/archerqueen_th17_n_dl_opt.ktx,sc3d/archerqueen_th17_m_dl_opt.ktx,,,,ArcherQueenTH17Skin,,10000,225,225,,,ArcherQueen_Judgement_Deploy,ArcherQueen_Judgement_Atk_Proj,,,,,ArcherQueen_Judgement_Die,Queen Ability Effect,,,,,,,arrow1_s,hips_s,ArcherQueen_judgement_arrow,ArcherQueen_judgement_arrow_rage,ArcherQueen_judgement_arrow,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
WarmachineDefault,Warmachine,TRUE,FALSE,TID_WARMACHINE,image/skin_icons/bm_original.ktx,sc3d/buildermachine_default_geo.glb,sc3d/buildermachine_default_a.ktx,sc3d/buildermachine_default_n.ktx,sc3d/buildermachine_default_m.ktx,,,,BuilderMachineDefaultSkin,,10000,225,225,,,Warmachine Deploy,Warmachine Attack,,,,Warmachine Hit,Warmachine Die,,,,Warmachine Power Hit,,,warmachine_weapon_glow,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,200,DEFAULT,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
ArmoredMachine,Warmachine,FALSE,FALSE,TID_ARMOREDMACHINE,image/skin_icons/bm_armored_dl_opt.ktx,sc3d/buildermachine_armor_geo_dl_opt.glb,sc3d/buildermachine_armored_a_dl_opt.ktx,sc3d/buildermachine_armored_n_dl_opt.ktx,sc3d/buildermachine_armored_m_dl_opt.ktx,,,,BuilderMachineArmoredSkin,,10000,225,225,,,Warmachine Deploy,Warmachine Attack,,,,Warmachine Hit,Warmachine Die,,,,Warmachine Power Hit,,,warmachine_weapon_glow,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,200,BASIC,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
Warmachine002,Warmachine,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
Warmachine003,Warmachine,FALSE,FALSE,TID_STEAMPUNK_BATTLE_MACHINE,image/skin_icons/bm_steampunk_dl_opt.ktx,sc3d/battlemachine_steampunk_geo_dl_opt.glb,sc3d/battlemachine_steampunk_a_dl_opt.ktx,sc3d/battlemachine_steampunk_n_dl_opt.ktx,sc3d/battlemachine_steampunk_m_dl_opt.ktx,,,,BattleMachineSteampunkSkin,,10000,225,225,,,Warmachine Deploy,Warmachine Attack,,,,Warmachine Hit,Warmachine_Steampunk_Stunned_SFX,,,skin bm steampunk Charge,skin bm steampunk Power Hit,,,skin_bm_steampunk_weapon_glow,saw_gear_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,200,BASIC,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
Warmachine004,Warmachine,FALSE,FALSE,TID_OFTHENORTH_BATTLE_MACHINE,image/skin_icons/bm_otn_dl_opt.ktx,sc3d/battlemachine_ofthenorth_geo_dl_opt.glb,sc3d/battlemachine_ofthenorth_a_dl_opt.ktx,sc3d/battlemachine_ofthenorth_n_dl_opt.ktx,sc3d/battlemachine_ofthenorth_m_dl_opt.ktx,sc3d/battlemachine_ofthenorth_e_dl_opt.ktx,,,BattleMachineOfthenorthSkin,,10000,225,225,,,Warmachine Deploy,Warmachine Attack,,,,Warmachine winter Hit,Warmachine_Steampunk_Stunned_SFX,,,,Warmachine Winter Power Hit,,,warmachine_winter_ability,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,200,BASIC,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
Warmachine005,Warmachine,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
Warmachine006,Warmachine,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
Warmachine007,Warmachine,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
Warmachine008,Warmachine,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
Warmachine009,Warmachine,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
Warmachine010,Warmachine,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
BattleCopterDefault,Battle Copter,TRUE,FALSE,TID_HERO_BATTLE_COPTER,image/skin_icons/bc_original.ktx,sc3d/battlecopter_default_geo.glb,sc3d/battlecopter_default_a.ktx,sc3d/battlecopter_default_n.ktx,sc3d/battlecopter_default_m.ktx,,,,BattleCopterDefaultSkin,,10000,225,225,,,Battle Copter Deploy,Battle Copter Attack,,,,Battle Copter Hit,Battle Copter Die,,,,,,,,,mainBody_s,,,,,Default,DefaultMenu,DefaultWardrobe,,150,DEFAULT,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
