TID,PL
TID_ACHIEVEMENT_WAR_LOOT_TITLE,Bogactwo z wojny klanów
TID_ACHIEVEMENT_WAR_STARS,Zdobądź gwiazdy (<number>) dla swojego klanu w bitwach wojen klanów
TID_ACHIEVEMENT_WAR_STARS_COMPLETED,Gwiazdy zdobyte w bitwach wojen klanów ogółem: <value>
TID_ACHIEVEMENT_WAR_STARS_TITLE,Heros wojenny
TID_ACHIEVEMENT_WL_STARS,Zdobądź gwiazdy (<number>) dla swojego klanu w bitwach ligi wojny
TID_ACHIEVEMENT_WL_STARS_COMPLETED,Gwiazdy zdobyte przez klan w bitwach ligi wojny ogółem: <value>
TID_ACHIEVEMENT_WL_STARS_TITLE,Legenda ligi wojny
TID_ACTIVE,Aktywne
TID_ACTIVE_ABILITY,Zdolność aktywna
TID_ACTIVE_COLORED,Aktywna
TID_ADDITIONAL_DAMAGE_PER_TARGET_HP,Dodatkowe obrażenia: <number>%
TID_ADD_FRIENDS_INFO,"Zobaczysz znajomych z Game Center, gdy się zalogujesz do Game Center"
TID_ADD_FRIENDS_INFO_ANDROID,Znajomi Google Play dostępni wkrótce
TID_ADD_FRIENDS_INFO_CLASH,"Dodaj graczy do znajomych w Clash, by zacząć przyjacielskie wyzwania i obserwować ich w Clash of Clans."
TID_ADD_FRIENDS_INFO_REQUESTS,"Dodaj znajomych Clash z ich profilu gracza. Gdy się zalogujesz, znajomi z Game Center i Supercell ID pojawią się automatycznie."
TID_ADD_FRIENDS_INFO_REQUESTS_ANDROID,"Dodaj znajomych Clash z ich profilu gracza. Gdy się zalogujesz, znajomi z Supercell ID pojawią się automatycznie."
TID_ADD_FRIENDS_INFO_REQUESTS_KUNLUN,Dodaj znajomych Clash z ich profilu gracza.
TID_ADD_FRIENDS_INFO_REQUESTS_TENCENT,"Dodaj znajomych Clash z ich profilu gracza. Gdy się zalogujesz, znajomi z WeChat lub QQ pojawią się automatycznie."
TID_ADD_FRIENDS_INFO_REQUESTS_YP,Dodaj znajomych Clash z ich profilu gracza.
TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST,"Gracz, którego chcesz dodać, nie istnieje."
TID_ADD_FRIEND_ERROR_GENERIC,Nie udało się wysłać zaproszenia. Spróbuj później.
TID_ADD_FRIEND_ERROR_OWN_AVATAR,Nie możesz zaprosić siebie do znajomych.
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER,Znajomy ma za dużo znajomych. Spróbuj później.
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU,"Masz za dużo znajomych. Usuń jednego, zanim dodasz nowych."
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER,Znajomy ma za dużo zaproszeń. Spróbuj później.
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU,Za dużo wysłanych przez Ciebie zaproszeń. Usuń jedno i spróbuj ponownie.
TID_ADVANCED_MEGA_TRAP,Megamina
TID_ADVANCED_MEGA_TRAP_INFO,Ukryta dawka potężnej destrukcji. Wybierz powietrze lub ziemię.
TID_ADVANCED_MEGA_TRAP_INFO_SHORT,Co za pokręcony umysł mógł wynaleźć tę wielką bombę?
TID_ADVANCED_MODE_DESC,Stanowiska obronne zadają 14% więcej obrażeń. 14% więcej do zadawanych obrażeń i PŻ herosów obrońców. 6% mniej zadawanych obrażeń i PŻ atakujących herosów.
TID_ADVANCED_SEARCH_BUTTON_LESS,Ukryj opcje wyszukiwania
TID_ADVANCED_SEARCH_BUTTON_MORE,Opcje wyszukiwania
TID_ADVANCED_SETTINGS,Więcej ustawień
TID_ADVANCED_SETTINGS_BUTTON,Pokaż
TID_ADVANCED_TRAP,Mina
TID_ADVANCED_TRAP_INFO,"Zafunduj oddziałom, które za bardzo się zbliżą, wystrzałową niespodziankę. Wybierz ziemię lub powietrze."
TID_ADVANCED_TRAP_INFO_SHORT,"Tykająca bomba czekająca na oddziały, które podejdą za blisko."
TID_AD_SEEKER,Lawowy ogar
TID_AD_SEEKER_FRAG,Lawowy szczeniak
TID_AGE_GATE_DESCRIPTION,"Clash of Clans to gra dla wszystkich. Musimy zapytać o Twój wiek, aby zapewnić Ci jak najlepszą rozgrywkę."
TID_AGE_GATE_ERROR_PROMPT,"Wpisz wiek, by kontynuować."
TID_AGE_GATE_INFO,Dlaczego to widzę?
TID_AGE_GATE_TITLE,Ile masz lat?
TID_AIR_BLASTER,Dmuchawa
TID_AIR_BLASTER_INFO,"Dmuchawy odpychają latających wrogów silnymi podmuchami powietrza. Są zwrócone tylko w jedną stronę, a obracanie maksymalizuje ich efektywność."
TID_AIR_BLASTER_INFO_SHORT,Bez pardonu zdmuchuje powietrznych agresorów.
TID_AIR_DEFENSE2_INFO,Bomby powietrzne świetnie się sprawdzają w walce z ciężkimi latającymi wrogami. Nieskończony zapas wybuchowych beczek strzela w powietrze i rozprawia się z latającymi przeciwnikami.
TID_AIR_DEFENSE2_INFO_SHORT,"Lataj jak motyl, wybuchaj jak bomba."
TID_AIR_DEFENSE_INFO,"Ta wieża jest zabójcza dla latających wrogów, ale nie wyrządzi szkody wrogom znajdującym się na ziemi. Ustaw ją tak, aby była jak najskuteczniejsza."
TID_AIR_DEFENSE_INFO_SHORT,Strzela bez uprzedzenia do oddziałów powietrznych.
TID_AIR_DEFENSE_SMALL_INFO,"Trzymaj na dystans latające szkodniki dzięki tym małym rakietom. Są jak łapka na owady, ale ładniejsze."
TID_AIR_DEFENSE_SMALL_INFO_SHORT,Wyrzutnia płomienistych rakiet. Na latające cele.
TID_ALCHEMIST_APPRENTICE,Alchemiczka
TID_ALCHEMIST_APPRENTICE_INFO,"Alchemiczka transmutuje zasoby w inne rodzaje. Wykonuje swoją pracę raz dziennie. Ulepszaj ją, by była bardziej efektywna."
TID_ALCHEMIST_ASSIGN_BUTTON,Przemień zasoby
TID_ALCHEMIST_BOOST_MULTIPLIER,Bonus przemiany:
TID_ALCHEMIST_CANT_CONVERT_SAME_RESOURCE,Nie można przemienić w ten sam zasób.
TID_ALCHEMIST_CANT_UPGRADE_WORKING,"Nie możesz ulepszyć Alchemiczki, gdy pracuje. Spróbuj ponownie, gdy będzie odpoczywać."
TID_ALCHEMIST_CONFIRM_ASSIGN_JOB,Chcesz przypisać Alchemiczkę do: <building>?
TID_ALCHEMIST_NOT_ENOUGH_RESOURCES,Za mało: <resource>
TID_ALCHEMIST_SOURCE_MULTIPLIER,Maks. przemiana zasobów:
TID_ALCHEMIST_TUTORIAL,Ze szczyptą magii mogę przemienić Twoje zasoby w inne.
TID_ALCHEMIST_WAIT_COOLDOWN,Alchemiczka odpoczywa. Wróć później.
TID_ALCHEMIST_WAIT_LOCKED,Musisz najpierw odblokować Alchemiczkę.
TID_ALCHEMIST_WAIT_WORKING,Alchemiczka teraz pracuje. Spróbuj później.
TID_ALLIANCE_ACCEPTED_BY,Zaakceptowany przez: <name>
TID_ALLIANCE_BADGE_BROWSE,Przeglądaj
TID_ALLIANCE_BUTTON_EDIT,Edytuj
TID_ALLIANCE_BUTTON_LEAVE,Opuść
TID_ALLIANCE_BUTTON_SEARCH,Szukaj
TID_ALLIANCE_CASTLE_INFO,W zamku klanu znajdziesz skarbiec i oddziały lub zaklęcia otrzymane od członków swojego klanu.
TID_ALLIANCE_CREATE_ARRANGED_WARS,Przyjacielskie potyczki
TID_ALLIANCE_CREATE_BADGE,Emblemat:
TID_ALLIANCE_CREATE_DESCRIPTION,Opis:
TID_ALLIANCE_CREATE_MIN_REQUIREMENTS,Minimalne wymagania:
TID_ALLIANCE_CREATE_MIN_TROPHIES,Minimalna liczba trofeów:
TID_ALLIANCE_CREATE_NAME,Nazwa klanu:
TID_ALLIANCE_CREATE_OK,Udało Ci się założyć klan.
TID_ALLIANCE_CREATE_SHOW_LOG,Publiczny dziennik wojny
TID_ALLIANCE_CREATE_TH_LEVEL,Minimalny poziom ratusza:
TID_ALLIANCE_CREATE_TROPHY_COUNT,Wymagana min. liczba trofeów:
TID_ALLIANCE_CREATE_TYPE,Rodzaj klanu:
TID_ALLIANCE_DATA_FAILED_DELETED,Ten klan został usunięty i nie można go załadować.
TID_ALLIANCE_DATA_FAILED_GENERIC,Nie udało się załadować informacji o klanie.\n\nSpróbuj później.
TID_ALLIANCE_DATA_FAILED_LOAD_FAILED,Nie udało się załadować informacji o klanie.\n\nSpróbuj później.
TID_ALLIANCE_DATA_FAILED_NOT_FOUND,Nie możemy znaleźć klanu.
TID_ALLIANCE_DEFAULT_JOIN_REQUEST_MESSAGE,Chcę dołączyć do Twojego klanu
TID_ALLIANCE_DEFAULT_MAIL_MESSAGE,Do wszystkich w klanie:
TID_ALLIANCE_DEFAULT_TROOP_REQUEST_MESSAGE,Potrzebuję posiłków
TID_ALLIANCE_DEMOTE_BUTTON,Zdegraduj do roli: <role>
TID_ALLIANCE_DONATE_BUTTON_QUICK,Szybkie przekazanie
TID_ALLIANCE_DONATE_BUTTON_RETURN,Wróć
TID_ALLIANCE_DONATE_DONATED,Przekazane oddziały i zaklęcia:
TID_ALLIANCE_DONATE_DONATED_TROOPS,Przekazane oddziały:
TID_ALLIANCE_DONATE_DONATE_INSTANTLY,Przekaż od razu:
TID_ALLIANCE_DONATE_HEADER,Przekaż posiłki
TID_ALLIANCE_DONATE_HEADER_SPELLS,Przekaż zaklęcia:
TID_ALLIANCE_DONATE_HEADER_TROOPS,Przekaż oddziały:
TID_ALLIANCE_EXP_EARNED,+<value> PD klanu
TID_ALLIANCE_GAMES_ABANDON_TASK,Odrzuć
TID_ALLIANCE_GAMES_ABOUT_TASKS_HEADER,Czym są wyzwania?
TID_ALLIANCE_GAMES_ABOUT_TASKS_INFO,"Realizuj wyzwania i zdobywaj punkty dla klanu.\nKażdy członek klanu ma do zrealizowania określony przydział. Dbaj o aktywność i zdobywaj najlepsze nagrody dla siebie i swojego klanu.\nWybieraj wyzwania, które jesteś w stanie ukończyć na czas."
TID_ALLIANCE_GAMES_ALLIANCE_MISMATCH,"Musisz wrócić do: <alliance>, by dalej brać udział w grach klanowych. Możesz też poczekać na rozpoczęcie nowych."
TID_ALLIANCE_GAMES_CHECKING_RESULTS,Sprawdzam wyniki…
TID_ALLIANCE_GAMES_CLAIM_REWARDS_BUTTON,Zbierz nagrody
TID_ALLIANCE_GAMES_CLAN_TAB,Klan
TID_ALLIANCE_GAMES_COMPLETED_TASK,Ukończone
TID_ALLIANCE_GAMES_COMPLETE_TASK,Włącz
TID_ALLIANCE_GAMES_ENDING_IN,Pozostało:
TID_ALLIANCE_GAMES_EXPIRED_TASK,Brak czasu
TID_ALLIANCE_GAMES_NO_ALLIANCE,"Musisz dołączyć do klanu, by wziąć udział w grach klanowych."
TID_ALLIANCE_GAMES_NO_REWARDS_EARNED,"Twój klan zdobył za mało punktów, by odblokować nagrody."
TID_ALLIANCE_GAMES_PERSONAL_COOLDOWN_HEADER,Odnowienie wyzwania
TID_ALLIANCE_GAMES_PERSONAL_COOLDOWN_TEXT,Przygotowujemy się do kolejnego wyzwania…
TID_ALLIANCE_GAMES_PERSONAL_PROGRESS,Twój wynik:
TID_ALLIANCE_GAMES_PICK_TASK_HEADER,Wybierz wyzwanie
TID_ALLIANCE_GAMES_PICK_TASK_INFO,Wybierz wyzwanie po lewej i zacznij je realizować.
TID_ALLIANCE_GAMES_RESHUFFLE_BUTTON,Przetasuj
TID_ALLIANCE_GAMES_REVIVE_TASK,Dodaj czas
TID_ALLIANCE_GAMES_REWARDS_AFTER_END,Po zakończeniu gier możesz wybrać nagrodę z każdego odblokowanego progu.
TID_ALLIANCE_GAMES_REWARDS_NO_POINTS,"By odebrać nagrody, musisz mieć punkty zdobyte w wyzwaniu."
TID_ALLIANCE_GAMES_REWARDS_TAB,Nagrody
TID_ALLIANCE_GAMES_STARTING_IN,Gry klanowe zaczną się za:
TID_ALLIANCE_GAMES_START_TASK,Start
TID_ALLIANCE_GAMES_TASKS,Wyzwania:
TID_ALLIANCE_GAMES_TASK_TAB,Wyzwania
TID_ALLIANCE_GAMES_THANKS_FOR_PLAYING,Gry klanowe dobiegły końca. Dzięki i do zobaczenia następnym razem!
TID_ALLIANCE_GAMES_TOWN_HALL_TOO_LOW,"By wziąć udział w grach klanowych, musisz rozwinąć ratusz do poziomu <number>."
TID_ALLIANCE_INVITATION_FAILED_ALREADY_IN_ALLIANCE,Gracz jest już w klanie.
TID_ALLIANCE_INVITATION_FAILED_AVATAR_ALREADY_HAS_AN_INVITE,Ten gracz już ma zaproszenie od Ciebie.
TID_ALLIANCE_INVITATION_FAILED_AVATAR_HAS_TOO_MANY_INVITES,Skrzynka odbiorcza gracza jest zapełniona.
TID_ALLIANCE_INVITATION_FAILED_NO_CASTLE,Nie możesz wysłać zaproszenia – gracz nie ma zamku klanu.
TID_ALLIANCE_INVITATION_FAILED_NO_RIGHTS,Tylko starsi i liderzy mogą zapraszać nowych członków
TID_ALLIANCE_INVITATION_FAILED_USER_BANNED,"Nie można zaprosić, gracz został zablokowany w klanie."
TID_ALLIANCE_INVITATION_OK,Zaproszenie wysłane.
TID_ALLIANCE_JOIN_BUTTON,Dołącz
TID_ALLIANCE_JOIN_CLAN,Dołącz do klanu lub utwórz klan i rośnij w siłę.\n\nCzłonkowie klanu mogą pomagać sobie nawzajem i wysyłać oddziały oraz zaklęcia.
TID_ALLIANCE_JOIN_ERROR_AVATAR_IS_LEADER,"Anulowano zaproszenie, ponieważ nie możesz dołączyć do nowego klanu, będąc już liderem innego"
TID_ALLIANCE_JOIN_ERROR_AVATAR_IS_NOT_IN_CORRECT_STATE_TO_JOIN,"Nie można zaakceptować zaproszenia, ponieważ gracz jest w nieodpowiednim stanie, by dołączyć do klanu"
TID_ALLIANCE_JOIN_ERROR_NOTICE_EXPIRED,Ogłoszenie wygasło.
TID_ALLIANCE_JOIN_ERROR_NOT_FAMILY_FRIENDLY,Ten klan przyjmuje tylko określone rodzaje kont. Poszukaj innego klanu.
TID_ALLIANCE_JOIN_OK,Należysz teraz do klanu: <name>.
TID_ALLIANCE_LEADERBOARDS,Najlepsze klany
TID_ALLIANCE_LEAVE_CONFIRMATION,Na pewno chcesz wyjść?
TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE,Opuścić klan?
TID_ALLIANCE_LIST_HEADER,Klan
TID_ALLIANCE_MAIL_FAIL_COOLDOWN,Musisz poczekać przed wysłaniem kolejnego e-maila
TID_ALLIANCE_MAIL_NOTIFICATION,Masz nowy e-mail klanowy
TID_ALLIANCE_MAIN_BUTTON,Klan
TID_ALLIANCE_PROMOTE_BUTTON,Awansuj do roli: <role>
TID_ALLIANCE_RAID_ATTACK_FAILED_ALL_ATTACKS_USED,Wszystkie ataki wykorzystane podczas weekendu najazdu
TID_ALLIANCE_RAID_FAILED_NOT_IN_RAID,"Nie możesz atakować, nie bierzesz udziału w najeździe."
TID_ALLIANCE_RAID_FAILED_RAID_IS_ENDING,"Nie możesz atakować, weekend najazdów dobiega końca."
TID_ALLIANCE_REJECTED_BY,Odrzucony przez: <name>
TID_ALLIANCE_REJECT_DEFAULT_MESSAGE,"Przykro nam. Uznaliśmy, że nie przyjmiemy Cię do klanu."
TID_ALLIANCE_REJECT_MESSAGE_TITLE,Odrzuć: <name>
TID_ALLIANCE_REPORT_TEXT,Na pewno chcesz zgłosić nazwę lub opis klanu <name> jako nieprzyzwoite?
TID_ALLIANCE_REQUEST_ACCEPTED,Witamy w naszym klanie!
TID_ALLIANCE_REQUEST_DECLINED,Prośba o dołączenie odrzucona
TID_ALLIANCE_REQUEST_SENT,Prośba wysłana.
TID_ALLIANCE_ROLE_ADMIN,Starszy
TID_ALLIANCE_ROLE_COLEADER,Współlider
TID_ALLIANCE_ROLE_LEADER,Wódz
TID_ALLIANCE_ROLE_MEMBER,Członek
TID_ALLIANCE_SCORE_LIMIT_NONE,0
TID_ALLIANCE_SEARCH,Szukaj klanów:
TID_ALLIANCE_SEARCH_HINT,Wpisz nazwę lub tag klanu
TID_ALLIANCE_SEARCH_HINT_CN,Wpisz tag klanu
TID_ALLIANCE_SELECT_BADGE,Edytuj emblemat klanu
TID_ALLIANCE_SNEAK_PREVIEW,Odbuduj zamek klanu i zyskaj dostęp do klanów.\n\nCzłonkowie klanu mogą pomagać sobie nawzajem i wysyłać oddziały oraz zaklęcia.
TID_ALLIANCE_STREAM_REWARD,Otrzymujesz <number> PD
TID_ALLIANCE_STREAM_THANKS,Dzięki za posiłki!
TID_ALLIANCE_TAB_BOOKMARKS,Zakładki
TID_ALLIANCE_TAB_CLANS,Klany
TID_ALLIANCE_TAB_NAME,Szukaj klanów
TID_ALLIANCE_TROOP_RECEIVED,Otrzymujesz oddział: <troop> na poziomie <level>. od: <avatar>.
TID_ALLIANCE_TYPE_CLOSED,Zamknięty
TID_ALLIANCE_TYPE_INVITE_ONLY,Tylko na zaproszenie
TID_ALLIANCE_TYPE_OPEN,Otwarty dla wszystkich
TID_ALLIANCE_UNAVAILABLE,Informacje o klanie niedostępne
TID_ALLIANCE_VISIT_BUTTON,Odwiedź Stolicę
TID_ALLIANCE_WAR_ATTACKS_REMAINING,Pozostałe ataki
TID_ALLIANCE_WAR_ATTACK_AVAILABLE,Dostępny
TID_ALLIANCE_WAR_ATTACK_CONFIRM,"Potwierdź, że chcesz atakować"
TID_ALLIANCE_WAR_ATTACK_CONFIRM_1STAR,Twój klan już wygrał 1 gwiazdę w tej osadzie. Chcesz osiągnąć lepszy wynik?
TID_ALLIANCE_WAR_ATTACK_CONFIRM_2STARS,Twój klan już wygrał 2 gwiazdy w tej osadzie. Chcesz osiągnąć lepszy wynik?
TID_ALLIANCE_WAR_ATTACK_CONFIRM_3STARS,Ta osada już została zniszczona – Twój klan nie zdobędzie tutaj więcej gwiazd. Na pewno chcesz zaatakować?
TID_ALLIANCE_WAR_ATTACK_CONFIRM_TITLE,Potwierdź atak
TID_ALLIANCE_WAR_ATTACK_FAILED,"Atak na osadę niemożliwy, spróbuj później."
TID_ALLIANCE_WAR_ATTACK_FAILED_ALL_ATTACKS_USED,Wszystkie Twoje ataki w tej wojnie zostały wykorzystane.
TID_ALLIANCE_WAR_ATTACK_FAILED_ATTACK_ONGOING,Twój atak już trwa. Spróbuj później.
TID_ALLIANCE_WAR_ATTACK_FAILED_INVALID_TARGET,Nie można zaatakować tej osady. Błędny cel.
TID_ALLIANCE_WAR_ATTACK_FAILED_SNAPSHOT_NOT_AVAILABLE,Wybrana Osada jest niedostępna. Spróbuj ponownie później.
TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_NOT_IN_WAR,Nie możesz atakować w tej wojnie. Twoje dołączenie do klanu nastąpiło po rozpoczęciu wojny.
TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_UNDER_ATTACK,Tę osadę atakuje już ktoś inny. Spróbuj ponownie później.
TID_ALLIANCE_WAR_ATTACK_NOT_USED,Niewykorzystane
TID_ALLIANCE_WAR_ATTACK_TIME_TITLE,Dzień bitewny
TID_ALLIANCE_WAR_AVAILABLE_BONUS,Bonus za zwycięstwo w wojnie
TID_ALLIANCE_WAR_AVG_ATTACK_DURATION,Średni czas ataku
TID_ALLIANCE_WAR_BATTLE_XP,<xpnum> – PD klanu zdobyte za skuteczne ataki
TID_ALLIANCE_WAR_BEST_ATTACK_ENEMY,Najlepsze ataki wroga:
TID_ALLIANCE_WAR_BEST_ATTACK_FRIENDLY,Najlepsze ataki klanu:
TID_ALLIANCE_WAR_BEST_NO_ATTACK_ENEMY,Brak najlepszych wyników wroga
TID_ALLIANCE_WAR_BEST_NO_ATTACK_FRIENDLY,Brak najlepszych wyników klanu
TID_ALLIANCE_WAR_CANNOT_ATTACK,Osada niegotowa. Spróbuj za kilka minut.
TID_ALLIANCE_WAR_CANNOT_ATTACK_PREPARATION,Nie można atakować – wojna się jeszcze nie zaczęła.
TID_ALLIANCE_WAR_CANNOT_ATTACK_SPECTATOR,Obserwatorzy nie mogą atakować.
TID_ALLIANCE_WAR_CANNOT_ATTACK_WAR_ENDED,Nie można atakować – wojna się skończyła.
TID_ALLIANCE_WAR_CANNOT_SCOUT_WAR_OVER,Nie można robić zwiadu – wojna się skończyła.
TID_ALLIANCE_WAR_CLAN_BANK,Magazyn klanu:
TID_ALLIANCE_WAR_CLOSE_RESULTS_SCREEN,Zobacz mapę
TID_ALLIANCE_WAR_COOLDOWN,Twój klan jest zawieszony w wojnach klanów na <time>
TID_ALLIANCE_WAR_DATA_NOT_AVAILABLE,Wojny klanów wciąż się wczytują. Spróbuj ponownie.
TID_ALLIANCE_WAR_DEFEAT,Porażka
TID_ALLIANCE_WAR_EDIT_MEMBERS,Wybierz uczestników wojny
TID_ALLIANCE_WAR_ENDED,Wojna się zakończyła
TID_ALLIANCE_WAR_ENDED_PROMPT,Wojna się zakończyła
TID_ALLIANCE_WAR_ENDING_PROMPT,Końcówka wojny
TID_ALLIANCE_WAR_ENEMY_CLAN,Wrogi klan
TID_ALLIANCE_WAR_ENEMY_TEAM,Przeciwna drużyna
TID_ALLIANCE_WAR_EVENTS,Wydarzenia wojny
TID_ALLIANCE_WAR_EVENT_25PERCENT_DESTROYED,25% zniszczeń
TID_ALLIANCE_WAR_EVENT_50PERCENT_DESTROYED,50% zniszczeń
TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED,75% zniszczeń
TID_ALLIANCE_WAR_EVENT_PREPARATION_STARTED,Przygotowanie rozpoczęte
TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED,Ratusz zniszczony!
TID_ALLIANCE_WAR_EVENT_WAR_ENDED,Wojna zakończona
TID_ALLIANCE_WAR_EVENT_WAR_STARTED,Wojna rozpoczęta
TID_ALLIANCE_WAR_EXP_AVAILABLE,Skuteczny atak daje +<num> PD klanu
TID_ALLIANCE_WAR_FAILED_ATTACKING_SAME_TARGET,Ten cel był już przez Ciebie atakowany.
TID_ALLIANCE_WAR_FAILED_WAR_IS_ENDING,"Nie można atakować, wojna zaraz się skończy."
TID_ALLIANCE_WAR_HAS_ENDED,Aktualna wojna klanu dobiegła końca
TID_ALLIANCE_WAR_HISTORY_BROWSE_UNAVAILABLE,Szczegóły niedostępne
TID_ALLIANCE_WAR_IN_WAR,Wojna się rozpoczęła
TID_ALLIANCE_WAR_LAST_MOMENT_EVENT,Ostatni moment!
TID_ALLIANCE_WAR_LOOKING_FOR_OPPONENT,Szukam wrogiego klanu…
TID_ALLIANCE_WAR_LOOT_BONUS_TITLE,Bonus za zwycięstwo w wojnie
TID_ALLIANCE_WAR_LOOT_COLLECT_INFO,Możesz odebrać bonusowe łupy wojenne ze swojego skarbca.
TID_ALLIANCE_WAR_LOOT_COLLECT_INFO_2,Możesz odebrać bonusowe łupy wojenne ze skarbca i chaty kowala.
TID_ALLIANCE_WAR_LOOT_CONFIRMATION,Na pewno chcesz przenieść wszystkie zasoby ze skarbca do swoich magazynów?
TID_ALLIANCE_WAR_LOOT_CONFIRMATION_TITLE,Zebrać zasoby?
TID_ALLIANCE_WAR_LOOT_DELIVERED,Bonusowe łupy z wojny zostały dostarczone do skarbca.
TID_ALLIANCE_WAR_LOOT_NOT_EXIST,Nie masz zasobów w skarbcu.
TID_ALLIANCE_WAR_LOOT_TRANSFERRED,Zasoby ze skarbca odebrane!
TID_ALLIANCE_WAR_MATCHED_WAITING_OPPONENT,Czekam na akceptację przeciwnika
TID_ALLIANCE_WAR_MEMBER_STAT_DEFENCES,Skuteczne obrony:
TID_ALLIANCE_WAR_MOST_EXPENSIVE_ATTACK,Najdroższe zwycięstwo
TID_ALLIANCE_WAR_MOST_HEROIC_DEFENCE,Najbardziej bohaterska obrona
TID_ALLIANCE_WAR_MOST_HEROIC_VICTORY,Najbardziej bohaterski atak
TID_ALLIANCE_WAR_MY_ATTACKS,Moje ataki:
TID_ALLIANCE_WAR_MY_TEAM,Moja drużyna
TID_ALLIANCE_WAR_NEW_WAR,Nowa wojna
TID_ALLIANCE_WAR_NOT_IN_CLAN,Przed udziałem w wojnach klanów musisz dołączyć do klanu.
TID_ALLIANCE_WAR_NOT_PREPARED_FOR_WAR,Przygotowanie do wojny…
TID_ALLIANCE_WAR_NO_BEST_ATTACK,Brak ataku
TID_ALLIANCE_WAR_NO_HEROIC_VICTORY,Brak
TID_ALLIANCE_WAR_NUM_DEFENCES,Obronione: <number>
TID_ALLIANCE_WAR_OBJECTIVES,Cele klanu
TID_ALLIANCE_WAR_PERSONAL_ATTACK_1,Atak 1
TID_ALLIANCE_WAR_PERSONAL_ATTACK_2,Atak 2
TID_ALLIANCE_WAR_PERSONAL_LOOT_RESULT,Przyznany bonus za wojnę
TID_ALLIANCE_WAR_PLAYER_ON_WAR_COOLDOWN,Dostępny do kolejnej wojny za
TID_ALLIANCE_WAR_PREPARATION_TIME_TITLE,Dzień przygotowania
TID_ALLIANCE_WAR_PREPARED_FOR_WAR,Gotowi do wojny!
TID_ALLIANCE_WAR_PREPARED_HEADER_ENEMY,Wrogowie gotowi do wojny:
TID_ALLIANCE_WAR_PREPARED_HEADER_FRIENDLY,Członkowie klanu gotowi do wojny:
TID_ALLIANCE_WAR_PREPARE_FOR_WAR,Szykuj się do wojny
TID_ALLIANCE_WAR_REPLAY_PERSONAL_ATTACK_1,Powtórka 1
TID_ALLIANCE_WAR_REPLAY_PERSONAL_ATTACK_2,Powtórka 2
TID_ALLIANCE_WAR_REPLAY_PERSONAL_DEFENSE,Powtórka
TID_ALLIANCE_WAR_RESOURCE_STORAGE_CAPACITY,<resource>: <number>
TID_ALLIANCE_WAR_RETURN_TO_CURRENT_WAR,Aktualna wojna
TID_ALLIANCE_WAR_SAVE_VILLAGE,Zapisz Osadę
TID_ALLIANCE_WAR_SCOUT,Zwiad
TID_ALLIANCE_WAR_SNAPSHOT_FAILED,Nie udało się zapisać Osady. Spróbuj później.
TID_ALLIANCE_WAR_SPECTATING_NOT_ALLOWED,Obserwowanie wojny niedozwolone
TID_ALLIANCE_WAR_SPECTATOR_MESSAGE,Nie zakwalifikowano Cię do tej wojny
TID_ALLIANCE_WAR_SPECTATOR_MODE,Obserwator wojny
TID_ALLIANCE_WAR_STARS_WON,Gwiazdy
TID_ALLIANCE_WAR_STARTWAR_INFO_CLANMEMBER,"Weź udział w starciu klanów, by zdobyć chwałę, bonusowe łupy i PD klanu.\n\n\nTwój klan jest gotowy? Poproś lidera klanu, by rozpoczął wojnę."
TID_ALLIANCE_WAR_STARTWAR_INFO_LEADER,"Weź udział w starciu klanów, by zdobyć chwałę, bonusowe łupy i PD klanu.\n\n\nTwój klan jest gotowy? Ruszaj do walki!"
TID_ALLIANCE_WAR_STARTWAR_INFO_NOT_ENOUGH_MEMBERS,"Weź udział w starciu klanów, by zdobyć chwałę, bonusowe łupy i PD klanu.\n\n\nPotrzebujesz co najmniej 10 członków klanu, by rozpocząć."
TID_ALLIANCE_WAR_STAR_XP,<xpnum> – PD klanu zdobyte za uzyskanie <num> gwiazd
TID_ALLIANCE_WAR_STAR_XP_DESC,<xpnum> – bonusowe PD klanu zdobyte uzyskanie <num> gwiazd
TID_ALLIANCE_WAR_STATS_TAB,Statystyki wojny
TID_ALLIANCE_WAR_STAT_ATTACKS,Wykorzystane ataki
TID_ALLIANCE_WAR_STAT_ATTACKS_LOST,Przegrane ataki
TID_ALLIANCE_WAR_STAT_AVG_DESTRUCTION,Średnie zniszczenia
TID_ALLIANCE_WAR_STAT_NUM_0STARS,0 gwiazd
TID_ALLIANCE_WAR_STAT_NUM_1STARS,1 gwiazda
TID_ALLIANCE_WAR_STAT_NUM_2STARS,2 gwiazdy
TID_ALLIANCE_WAR_STAT_NUM_3STARS,3 gwiazdy
TID_ALLIANCE_WAR_STAT_PARTICIPATION_BOTTOM,Wykorzystane ataki (najsłabsze osady)
